pid,Member_Name,,Image,Father_Name,Mother_Name,Date_of_Birth,Marital_Status,Spouse_Name,Children,Educational_Qualification,Profession,Positions_Held,State,Nominated,Party,Term_From,Start_Year_Appointment,Term_To,End_Year_Appointment,Term_Number,Reason_and_Date_of_Vacation,Type
RS6576636247,Shri Valampuri John,,https://rajyasabha.nic.in/rsnew/member_site/photos/P328.jpg,-,-,-,-,-,-,-,-,-,Tamil Nadu,FALSE,Congress,04-03-1974,1974,04-02-1980,1980,2,Disqualification: 14.10.1974,former
RS6576636247,Shri Valampuri John,,https://rajyasabha.nic.in/rsnew/member_site/photos/P328.jpg,-,-,-,-,-,-,-,-,-,Tamil Nadu,FALSE,AIADMK,04-03-1984,1984,04-02-1990,1990,1,Retirement,former
RS8717856826,Shri M. Rama Jois,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2092.jpg,Shri M. Narasimha Jois,Shrimati Laxmidevamma,27-Jul-31,Married on 20 May 1960,Shrimati Vimala,One son and one daughter,"B.Sc., B.L. Educated at Central College and Government Law College, Bangalore, University of Mysore Conferred Honorary Doctor of Laws by Kuvempu University, Karnataka",Advocate,"Nov. 1977-April 1992 Judge, High Court of Karnataka May 1992-Sept. 1992 Chief Justice, High Court of Punjab and Haryana June 2002-Sept. 2004 Governor of Jharkhand and Bihar June 2008 Elected to Rajya Sabha Sept. 2008-May 2009 and Aug. 2009 onwards Member, Committee on Human Resource Development Sept. 2009 onwards Member, Committee on Rules Dec. 2009- July 2010 Member, Select Committee to examine the Commercial Division of High Courts Bill, 2009 Oct. 2011 onwards Member, Sub-Committee-I on the Implementation of the Right to Education Act of the Committee on Human Resource Development Aug. 2012 onwards Member, Committee on Science and Technology, Environment and Forests (Retired on 25th June 2014)",Karnataka,FALSE,BJP,26-06-2008,2008,25-06-2014,2014,1,Retirement,former
RS2962281638,Shri Nuthalapati Joseph,,https://rajyasabha.nic.in/rsnew/member_site/photos/P327.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,30-03-1972,1972,04-02-1974,1974,1,Retirement,former
RS3758057278,Shri O. J. Joseph,,https://rajyasabha.nic.in/rsnew/member_site/photos/P326.jpg,-,-,-,-,-,-,-,-,-,Kerala,FALSE,CPI(M),04-03-1980,1980,04-02-1986,1986,1,Retirement,former
RS8423623551,Shri Jagannathrao Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P324.jpg,-,-,-,-,-,-,-,-,-,National Capital Territory of Delhi,FALSE,BJP,04-03-1978,1978,04-02-1984,1984,1,Retirement,former
RS9451074908,Shri Jagdish Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P323.jpg,-,-,-,-,-,-,-,-,-,Madhya Pradesh,FALSE,INC,04-03-1974,1974,04-02-1980,1980,1,Retirement,former
RS9348260097,Shri Jethalal Harikrishna Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P322.jpg,-,-,-,-,-,-,-,-,-,Bombay,FALSE,Congress,22-04-1957,1957,04-02-1960,1960,2,Retirement,former
RS9348260097,Shri Jethalal Harikrishna Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P322.jpg,-,-,-,-,-,-,-,-,-,Bombay,FALSE,Congress,04-03-1960,1960,04-02-1966,1966,1,Retirement,former
RS1218508070,Shri Kailash Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P3.jpg,Shri Umashankar Joshi,Shrimati Rambha Bai Joshi,14-Jul-29,Married on 15 March 1951,Shrimati Tara Joshi,Three sons and three daughters,"Matriculation Educated at Govt. High School, Hatpipalya, Distt. Dewas (Madhya Pradesh)",Agriculturist/Farmer,"1955-60 President, Municipal Council, Hatpipalya 1962-98 Member, Madhya Pradesh Legislative Assembly 1963-67 Secretary, Jana Sangh Legislature Party 1970-72 Deputy Leader, Jana Sangh Legislature Party 1972-77 and 1985-90 Leader of the Opposition, Madhya Pradesh Legislative Assembly 1977-78 Chief Minister, Madhya Pradesh 1978-80 and 1990-92 Minister of Commerce and Industry and Minister of Power, Government of Madhya Pradesh April 2000 Elected to Rajya Sabha April 2000 onwards Member, Joint Committee on Plant Varieties and Farmers Rights April 2000 - April 2002 Member, Committee on Agriculture Aug. 2001 onwards Member, Committee on Official Language Nov. 2001 onwards Member, Consultative Committee for the Ministry of Rural Development March 2002 onwards Member, National Oilseeds and Vegetable Oils Development Board April 2002 onwards Chairman, Committee on Commerce June 2002 onwards Member, General Purposes Committee (Elected to Lok Sabha on 13th May 2004)",Madhya Pradesh,FALSE,BJP,04-03-2000,2000,04-02-2006,2006,1,Elected to Lok Sabha: 13.05.2004,former
RS4400515977,Shri Krishna Nand Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P321.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,Congress,04-03-1976,1976,04-02-1982,1982,2,Retirement,former
RS4400515977,Shri Krishna Nand Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P321.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,CONG(I),04-03-1982,1982,04-02-1988,1988,1,Retirement,former
RS2904768923,Miss Kumudben M. Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P320.jpg,-,-,-,-,-,-,-,-,-,Gujarat,FALSE,Congress,15-10-1973,1973,04-02-1976,1976,3,Retirement,former
RS2904768923,Miss Kumudben M. Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P320.jpg,-,-,-,-,-,-,-,-,-,Gujarat,FALSE,Congress,04-03-1976,1976,04-02-1982,1982,2,Retirement,former
RS2904768923,Miss Kumudben M. Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P320.jpg,-,-,-,-,-,-,-,-,-,Gujarat,FALSE,CONG(I),04-03-1982,1982,04-02-1988,1988,1,Resignation: 25.11.1985,former
RS3352754669,Shri Maganlal Bhagwanji Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P319.jpg,-,-,-,-,-,-,-,-,-,Bombay,FALSE,Congress,22-04-1957,1957,04-02-1958,1958,1,Retirement,former
RS6823110295,Dr. Manohar Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2013.jpg,Shri Gajanan Krishna Joshi,Shrimati Saraswati Gajanan Joshi,02-Dec-37,Married on 14 May 1964,Shrimati Anagha Manohar Joshi,One son and Two daughters,"B.A., M.A., LL.B., Ph.D. Educated at University of Mumbai","Veteran Politician, Educationist and Businessman","1968-79 Municipal Councillor, Mumbai, Maharashtra (three terms) 1972-89 Member, Maharashtra Legislative Council 1976-77 Mayor, Municipal Corporation, Mumbai, Maharashtra 1990-91and 1995-99 Member, Maharashtra Legislative Assembly 1990-91 Leader of Opposition, Maharashtra Legislative Assembly 1995-99 Chief Minister, Maharashtra 1999-2004 Member, Thirteenth Lok Sabha 1999-2002 Union Cabinet Minister, Heavy Industries and Public Enterprises 10 May 2002-2004 Speaker, Lok Sabha April 2006 Elected to Rajya Sabha June 2006-Aug. 2006 Member, Committee on Health and Family Welfare Sept. 2006 - May 2009 and Aug. 2009 onwards Member, Committee on Urban Development May 2008 onwards Member, Business Advisory Committee June 2008 onwards Member, General Purposes Committee July 2010 onwards Member, Consultative Committee for the Ministry of Urban Development (Retired on 2nd April 2012)",Maharashtra,FALSE,SS,04-03-2006,2006,04-02-2012,2012,1,Retirement,former
RS1944176453,Dr. Murli Manohar Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P325.jpg,Late Shri Man Mohan Joshi,Late Shrimati Chandrawati Joshi,05-Jan-34,Married on 13 December 1966,Shrimati Tarla Joshi,Two daughters,"M.Sc. (Physics), D. Phil. Educated at Allahabad University, Allahabad (Uttar Pradesh)","Teacher & Educationist/Professor,Professor (now retired)","1944 Member, Rashtriya Swayamsewak Sangh (R.S.S.) 1949 Member, Akhil Bharatiya Vidyarathi Parishad (A.B.V.P.) 1953-56 General Secretary, A.B.V.P., Uttar Pradesh All India General Secretary, A.B.V.P. 1957 Organising Secretary, Bharatiya Jana Sangh (B.J.S.), Allahabad 1959-67 Zonal Organising Secretary, B.J.S., Uttar Pradesh 1967-75 Secretary, B.J.S., Uttar Pradesh Treasurer, B.J.S., Uttar Pradesh Vice-President, B.J.S., Uttar Pradesh (prior to its merger in Janata Party) 1977 Member, Sixth Lok Sabha 1977-79 General-Secretary, Janata Party in Parliament 1980 Founder General Secretary, B.J.P. 1981-83 Treasurer, B.J.P. 1986-90 General-Secretary, B.J.P. 1991-93 President, B.J.P. July 1992 Elected to Rajya Sabha 1992-96 Member, Committee on Science and Technology, Environment and Forests Member, Committee on Public Undertakings Member, Select Committee on Patent Law Member, Select Committee on Trade Marks Bill 1996 Member, Eleventh Lok Sabha (second term) 16 May - 1 June 1996 Union Cabinet Minister, Home Affairs 1996-98 Chairman, Public Accounts Committee Member, Committee on Finance Member, Consultative Committee, Ministry of Defence Member, Expert Committee on Low Productivity Areas, Ministry of Agriculture and Co-operative 1998 Member, Twelfth Lok Sabha (third term) 1998 -1999 Union Cabinet Minister, Human Resource Development; Science and Technology and Ocean Development 1999 Member, Thirteenth Lok Sabha (fourth term) 13 Oct.1999 - 21 May 2004 Union Cabinet Minister, Human Resource Development; Science and Technology and Ocean Development July 2004 Elected to Rajya Sabha Aug. 2004 onwards Chairman, Department-related Parliamentary Standing Committee on Commerce Member, General Purposes Committee Oct. 2004 onwards Member, Consultative Committee for the Ministry of Finance (Elected to Lok Sabha on 16th May 2009)",Uttar Pradesh,FALSE,BJP,07-05-1992,1992,07-04-1998,1998,2,Elected to Lok Sabha: 05.11.1996,former
RS1944176453,Dr. Murli Manohar Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P325.jpg,Late Shri Man Mohan Joshi,Late Shrimati Chandrawati Joshi,05-Jan-34,Married on 13 December 1966,Shrimati Tarla Joshi,Two daughters,"M.Sc. (Physics), D. Phil. Educated at Allahabad University, Allahabad (Uttar Pradesh)","Teacher & Educationist/Professor,Professor (now retired)","1944 Member, Rashtriya Swayamsewak Sangh (R.S.S.) 1949 Member, Akhil Bharatiya Vidyarathi Parishad (A.B.V.P.) 1953-56 General Secretary, A.B.V.P., Uttar Pradesh All India General Secretary, A.B.V.P. 1957 Organising Secretary, Bharatiya Jana Sangh (B.J.S.), Allahabad 1959-67 Zonal Organising Secretary, B.J.S., Uttar Pradesh 1967-75 Secretary, B.J.S., Uttar Pradesh Treasurer, B.J.S., Uttar Pradesh Vice-President, B.J.S., Uttar Pradesh (prior to its merger in Janata Party) 1977 Member, Sixth Lok Sabha 1977-79 General-Secretary, Janata Party in Parliament 1980 Founder General Secretary, B.J.P. 1981-83 Treasurer, B.J.P. 1986-90 General-Secretary, B.J.P. 1991-93 President, B.J.P. July 1992 Elected to Rajya Sabha 1992-96 Member, Committee on Science and Technology, Environment and Forests Member, Committee on Public Undertakings Member, Select Committee on Patent Law Member, Select Committee on Trade Marks Bill 1996 Member, Eleventh Lok Sabha (second term) 16 May - 1 June 1996 Union Cabinet Minister, Home Affairs 1996-98 Chairman, Public Accounts Committee Member, Committee on Finance Member, Consultative Committee, Ministry of Defence Member, Expert Committee on Low Productivity Areas, Ministry of Agriculture and Co-operative 1998 Member, Twelfth Lok Sabha (third term) 1998 -1999 Union Cabinet Minister, Human Resource Development; Science and Technology and Ocean Development 1999 Member, Thirteenth Lok Sabha (fourth term) 13 Oct.1999 - 21 May 2004 Union Cabinet Minister, Human Resource Development; Science and Technology and Ocean Development July 2004 Elected to Rajya Sabha Aug. 2004 onwards Chairman, Department-related Parliamentary Standing Committee on Commerce Member, General Purposes Committee Oct. 2004 onwards Member, Consultative Committee for the Ministry of Finance (Elected to Lok Sabha on 16th May 2009)",Uttar Pradesh,FALSE,BJP,07-05-2004,2004,07-04-2010,2010,1,Elected to Lok Sabha: 16.05.2009,former
RS6928501922,Shri Sharad Anantrao Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1960.jpg,Shri Anantrao,Shrimati Indirabai,03-Sep-35,Married on 25 June 1961,Late Shrimati Leela,Two daughters,"M. Com., Diplome d'informatique Educated at Sydenham College of Commerce & Economics, Mumbai and Institut de traitement d'information, Lausanne, Switzerland","Agriculturist/Farmer,Economist,Journalist,Agriculturist, Economist, Journalist/ Writer","1989-91 Chairman, Standing Advisory Committee on Agriculture (rank of Cabinet Minister) 2000-01 Chairman, Task Force on Agriculture (rank of Cabinet Minister) July 2004 Elected to Rajya Sabha Aug. 2004 onwards Member, Committee on Agriculture Oct. 2004 onwards Member, Consultative Committee for the Ministry of Commerce and Industry May 2005 - April 2008 Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes July 2005 onwards Member, Hindi Salahakar Samiti, Rajya Sabha Secretariat Aug. 2005 onwards Member, National Oilseeds and Vegetable Oils Development (NOVOD) Board Sept. 2005 onwards Member, Parliamentary Forum on Water Conservation and Management Oct. 2005 onwards Permanent Special Invitee, Consultative Committee for the Ministry of Agriculture and Ministry of Consumer Affairs, Food and Public Distribution Dec. 2005 onwards Member, Committee on Rules May 2006 onwards Member, Indian Council of Agricultural Research Society Feb 2007 onwards Member, Expert Committee on Futures Markets May 2008 onwards Member, Committee on Public Undertakings (Retired on 4th July 2010)",Maharashtra,FALSE,SBP,07-05-2004,2004,07-04-2010,2010,1,Retirement,former
RS4246241972,Smt. Sudha Vijay Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P318.jpg,-,-,-,-,-,-,-,-,-,Maharashtra,FALSE,CONG(I),04-03-1984,1984,04-02-1990,1990,1,Retirement,former
RS2415567403,Shri Umashankar Jathalal Joshi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P315.jpg,-,-,-,-,-,-,-,-,-,Nominated,TRUE,NOM.,04-03-1970,1970,04-02-1976,1976,1,Retirement: 20.12.1988,former
RS9424455337,Shri N. Jothi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1867.jpg,Shri V.A. Natarajan,Shrimati Kalyani Ammal,30-Jul-45,Married on 3 December 1976,Shrimati Vijayalakshmi,One son and one daughter,"B.A., B.L. Educated at Pachaiyappas College, Chennai and Madras Law College, Chennai",Lawyer/Advocate,"1981-90 Additional Central Government Standing Counsel, Madras High Court 1993-96 Special Government Pleader, Madras High Court April 2002 Elected to Rajya Sabha April 2002-Feb. 2004 Member, Committee on Railways April 2002 - Sept. 2006 Member, Committee on Rules Aug. 2004 onwards Member, Committee on Home Affairs Member, Committee on Subordinate Legislation Oct. 2004 onwards Member, Consultative Committee for the Ministry of Civil Aviation May 2006 onwards Member, Parliamentary Forum on Population and Public Health (Resigned on 27th March 2008)",Tamil Nadu,FALSE,AIADMK,04-03-2002,2002,04-02-2008,2008,1,Resignation: 27.03.2008,former
GECG0000080,Shri Dilip Singh Judev,,https://rajyasabha.nic.in/rsnew/member_site/photos/P28.jpg,Late Raja Vijai Bhushan Singh Judeo,Shrimati Jaya Kumari Devi,08-Mar-49,Married on 23 May 1975,Shrimati Madhvi Devi,Three sons,"B.A., LL.B. (Part-II) Educated at Kalyan Ashram, Mayo College, Raj Kumar College, Raipur and Ranchi University","Agriculturist/Farmer,Agriculturist","1975-82 President, Municipal Board, Jashpur 1989-91 Member, Ninth Lok Sabha June 1992 Elected to Rajya Sabha 1996-99 Member, Consultative Committee for the Ministry of Coal 1996-2002 Member, Committee on Commerce June 1998 Re-elected to Rajya Sabha 29 Jan. 2003-17 Nov. 2003 Minister of State in the Ministry of Environment and Forests June 2004 Re-elected to Rajya Sabha Aug. 2004 - 2006 Member, Committee on Science and Technology, Environment and Forests Aug. 2006-May 2008 Member, Committee on Chemicals and Fertilizers Aug. 2006 onwards Member, Consultative Committee for the Ministry of Tribal Affairs and the Ministry of Development of North-Eastern Region Ministry of Tribal Affairs w.e.f. Oct. 2008 Aug. 2008 onwards Member, Committee on Petroleum and Natural Gas (Elected to Lok Sabha on 16th May 2009)",Madhya Pradesh,FALSE,BJP,30-06-1992,1992,29-06-1998,1998,3,Retirement,former
GECG0000080,Shri Dilip Singh Judev,,https://rajyasabha.nic.in/rsnew/member_site/photos/P28.jpg,Late Raja Vijai Bhushan Singh Judeo,Shrimati Jaya Kumari Devi,08-Mar-49,Married on 23 May 1975,Shrimati Madhvi Devi,Three sons,"B.A., LL.B. (Part-II) Educated at Kalyan Ashram, Mayo College, Raj Kumar College, Raipur and Ranchi University","Agriculturist/Farmer,Agriculturist","1975-82 President, Municipal Board, Jashpur 1989-91 Member, Ninth Lok Sabha June 1992 Elected to Rajya Sabha 1996-99 Member, Consultative Committee for the Ministry of Coal 1996-2002 Member, Committee on Commerce June 1998 Re-elected to Rajya Sabha 29 Jan. 2003-17 Nov. 2003 Minister of State in the Ministry of Environment and Forests June 2004 Re-elected to Rajya Sabha Aug. 2004 - 2006 Member, Committee on Science and Technology, Environment and Forests Aug. 2006-May 2008 Member, Committee on Chemicals and Fertilizers Aug. 2006 onwards Member, Consultative Committee for the Ministry of Tribal Affairs and the Ministry of Development of North-Eastern Region Ministry of Tribal Affairs w.e.f. Oct. 2008 Aug. 2008 onwards Member, Committee on Petroleum and Natural Gas (Elected to Lok Sabha on 16th May 2009)",Chhattisgarh,FALSE,BJP,30-06-1998,1998,29-06-2004,2004,2,31.10.2000,former
GECG0000080,Shri Dilip Singh Judev,,https://rajyasabha.nic.in/rsnew/member_site/photos/P28.jpg,Late Raja Vijai Bhushan Singh Judeo,Shrimati Jaya Kumari Devi,08-Mar-49,Married on 23 May 1975,Shrimati Madhvi Devi,Three sons,"B.A., LL.B. (Part-II) Educated at Kalyan Ashram, Mayo College, Raj Kumar College, Raipur and Ranchi University","Agriculturist/Farmer,Agriculturist","1975-82 President, Municipal Board, Jashpur 1989-91 Member, Ninth Lok Sabha June 1992 Elected to Rajya Sabha 1996-99 Member, Consultative Committee for the Ministry of Coal 1996-2002 Member, Committee on Commerce June 1998 Re-elected to Rajya Sabha 29 Jan. 2003-17 Nov. 2003 Minister of State in the Ministry of Environment and Forests June 2004 Re-elected to Rajya Sabha Aug. 2004 - 2006 Member, Committee on Science and Technology, Environment and Forests Aug. 2006-May 2008 Member, Committee on Chemicals and Fertilizers Aug. 2006 onwards Member, Consultative Committee for the Ministry of Tribal Affairs and the Ministry of Development of North-Eastern Region Ministry of Tribal Affairs w.e.f. Oct. 2008 Aug. 2008 onwards Member, Committee on Petroleum and Natural Gas (Elected to Lok Sabha on 16th May 2009)",Chhattisgarh,FALSE,BJP,30-06-2004,2004,29-06-2010,2010,1,Elected to Lok Sabha: 16.05.2009,former
